WLS_WRL_SYSID,POD_NUMBER,POD_SUBTYPE,POD_DIVERSION_TYPE,POD_STATUS,FILE_NUMBER,WELL_TAG_NUMBER,LICENCE_NUMBER,LICENCE_STATUS,LICENCE_STATUS_DATE,PRIORITY_DATE,EXPIRY_DATE,PURPOSE_USE_CODE,PURPOSE_USE,SOURCE_NAME,REDIVERSION_IND,QUANTITY,QUANTITY_UNITS,QUANTITY_FLAG,QUANTITY_FLAG_DESCRIPTION,QTY_DIVERSION_MAX_RATE,QTY_UNITS_DIVERSION_MAX_RATE,HYDRAULIC_CONNECTIVITY,PERMIT_OVER_CROWN_LAND_NUMBER,PRIMARY_LICENSEE_NAME,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_LINE_3,ADDRESS_LINE_4,COUNTRY,POSTAL_CODE,LATITUDE,LONGITUDE,DISTRICT_PRECINCT_NAME,OBJECTID,SE_ANNO_CAD_DATA
26639,,POD,,Inactive,0285233,,C036049,Cancelled,,,,07A,07A - Power: Residential ,,,,m3/sec ,,,,m3/sec,Unknown,07688,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Slocan Junction,138616184,
25747,,POD,,Inactive,0317956,,C042792,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,09583,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nanaimo / Nanaimo,138615292,
25760,,POD,,Inactive,0309719,,C039797,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Procter,138615305,
25763,,POD,,Inactive,0309722,,C039800,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Procter,138615308,
25767,,POD,,Inactive,0305610,,C039806,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Procter,138615312,
25769,,POD,,Inactive,0309909,,C039809,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Chilliwack,138615314,
26087,,POD,,Inactive,0285927,,C046658,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Slocan Junction,138615632,
26088,,POD,,Inactive,0328214,,C046659,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Slocan Junction,138615633,
26089,,POD,,Inactive,0328258,,C046661,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Slocan Junction,138615634,
26093,,POD,,Inactive,0322177,,C046667,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Slocan Junction,138615638,
26412,,POD,,Inactive,0309027,,C039868,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nanaimo / Courtenay,138615957,
26104,,POD,,Inactive,0296185,,C036001,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,Afton Mines Ltd (Npl) (27234),1199 W HASTINGS ST,VANCOUVER BC,,,Canada,,,,Kamloops / Kamloops,138615649,
26109,,POD,,Inactive,0296088,,C036010,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Abbotsford,138615654,
26110,,POD,,Inactive,0296088,,C036010,Abandoned,,,,04A,04A - Land Improve: General ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Abbotsford,138615655,
26114,,POD,,Inactive,0290845,,C036017,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Cloverdale,138615659,
26115,,POD,,Inactive,0281425,,C036018,Cancelled,,,,02F,"02F - Lwn, Fairway & Grdn: Watering ",,,,m3/year ,,,,m3/sec,Unknown,,Guildford Acres Ltd (22216),901 900 W HASTINGS ST,VANCOUVER 1 B C,,,Canada,,,,New Westminster / Cloverdale,138615660,
26116,,POD,,Inactive,0296113,,C036019,Abandoned,,,,00B,00B - Waterworks (other than LP) ,,,,m3/day ,,,,m3/sec,Unknown,07657,Canadian Forest Products Ltd. (9477),ATTN: EDITH CHAN,100-1700 75T AVE W,VANCOUVER BC,,Canada,,,,Nanaimo / Sayward,138615661,
26117,,POD,,Inactive,0281339,,C036022,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Shawnigan,138615662,
26118,,POD,,Inactive,0281339,,C036023,Cancelled,,,,08A,08A - Stream Storage: Non-Power ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Shawnigan,138615663,
26119,,POD,,Inactive,0290602,,C036024,Abandoned,,,,04A,04A - Land Improve: General ,,,,Total Flow ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Victoria,138615664,
25791,,POD,,Inactive,0305389,,C039765,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Grand Forks / Grand Forks,138615336,
25793,,POD,,Inactive,0305962,,C039906,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Grand Forks / Mckinney,138615338,
25796,,POD,,Inactive,0300363,,C039908,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Grand Forks / Westbridge,138615341,
25797,,POD,,Inactive,0300363,,C039908,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Grand Forks / Westbridge,138615342,
25805,,POD,,Inactive,0309518,,C039916,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nanaimo / Courtenay,138615350,
25806,,POD,,Inactive,0305140,,C039917,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nanaimo / Courtenay,138615351,
25809,,POD,,Inactive,0305994,,C039920,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Creston,138615354,
26133,,POD,,Inactive,0265877,,C033182,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,R C Episcopal Corp Of Prince Rupert (16454),5216 DOMANO BOULEVARD,PRINCE GEORGE B C,,,Canada,,,,Prince George / Vanderhoof,138615678,
26134,,POD,,Inactive,0270723,,C033183,Abandoned,,,,00B,00B - Waterworks (other than LP) ,,,,m3/day ,,,,m3/sec,Unknown,,Imperial Oil Resources Ltd (17089),C/O LAND DIVISION,237 4TH AVE SW,CALGARY AB,,Canada,,,,Prince Rupert / Terrace,138615679,
26135,,POD,,Inactive,0277324,,C033188,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Victoria,138615680,
26136,,POD,,Inactive,0273864,,C033191,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Victoria,138615681,
26137,,POD,,Inactive,0273391,,C033196,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,06756,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Quesnel / Cottonwood,138615682,
26138,,POD,,Inactive,0273391,,C033196,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,06756,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Quesnel / Cottonwood,138615683,
26144,,POD,,Inactive,0273679,,C033212,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Kamloops / Grand Prairie,138615689,
26449,,POD,,Inactive,0317531,,C039794,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Nelson,138615994,
26691,,POD,,Inactive,0285331,,C035976,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Slocan Junction,138616236,
26692,,POD,,Inactive,0285331,,C035976,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Slocan Junction,138616237,
26693,,POD,,Inactive,0285330,,C035977,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,07648,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Nelson / Slocan Junction,138616238,
25830,,POD,,Inactive,0300178,,C039442,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,08649,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Fernie / Tobacco Plains,138615375,
25831,,POD,,Inactive,0309068,,C039443,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,08650,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Prince George / Vanderhoof,138615376,
25833,,POD,,Inactive,0305339,,C039446,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,08651,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Prince George / Vanderhoof,138615378,
25834,,POD,,Inactive,0305583,,C039447,Cancelled,,,,02D,02D - Comm. Enterprise: Enterprise ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Golden / Windermere,138615379,
25835,,POD,,Inactive,0305539,,C039450,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Hazelton / Smithers,138615380,
25841,,POD,,Inactive,0309742,,C039815,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,08727,School District No 50 Queen Charlotte (14738),BOX 69,QUEEN CHARLOTTE CITY B C,,,Canada,,,,Prince Rupert / Queen Charlotte,138615386,
26173,,POD,,Inactive,0329752,,C046682,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Chilliwack,138615718,
26174,,POD,,Inactive,0329752,,C046682,Cancelled,,,,04A,04A - Land Improve: General ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Chilliwack,138615719,
26175,,POD,,Inactive,0212287,,C046683,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Cloverdale,138615720,
26176,,POD,,Inactive,0212287,,C046683,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Cloverdale,138615721,
26178,,POD,,Inactive,0328842,,C046685,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,New Westminster / Hope,138615723,
26480,,POD,,Inactive,0269128,,C032518,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Duncan,138616025,
26481,,POD,,Inactive,0273253,,C032519,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Victoria,138616026,
26482,,POD,,Inactive,0273008,,C032520,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Victoria / Victoria,138616027,
26484,,POD,,Inactive,0237819,,C058804,Abandoned,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vancouver / Jervis,138616029,
26489,,POD,,Inactive,0370325,,C058809,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Vernon / Kelowna,138616034,
26728,,POD,,Inactive,3000985,,C066934,Abandoned,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,16983,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Kamloops / Ducks,138616273,
26730,,POD,,Inactive,0296745,,C039284,Cancelled,,,,03B,03B - Irrigation: Private ,,,,m3/year ,,,,m3/sec,Unknown,,Cayenne Developments Ltd (31361),RR 1,CHASE BC,,,Canada,,,,Kamloops / Seymour,138616275,
26733,,POD,,Inactive,0309536,,C039287,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,08619,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Kamloops / Seymour,138616278,
25526,,POD,,Inactive,0251098,,C031342,Cancelled,,,,01A,01A - Domestic ,,,,m3/day ,,,,m3/sec,Unknown,,PRIVATE INDIVIDUAL NAME,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL ADDRESS,PRIVATE INDIVIDUAL COUNTRY,PRIVATE INDIVIDUAL POSTAL CODE,,,Ashcroft / Pavilion,138615071,
